  PID TTY          TIME CMD
21174 ?        00:00:00 bash
21238 ?        00:00:00 717050.search6.
21980 ?        00:00:00 717050.search6.
21981 ?        00:00:17 sp-mz.A.x
30322 ?        00:00:00 717050.search6.
30326 ?        00:00:00 ps
30327 ?        00:00:00 717050.search6.
30328 ?        00:00:00 lsof
30329 ?        00:00:00 top
30330 ?        00:00:00 grep
30331 ?        00:00:00 lsof
