  PID TTY          TIME CMD
21174 ?        00:00:00 bash
21238 ?        00:00:00 717050.search6.
39402 ?        00:00:00 717050.search6.
39405 ?        00:00:00 make
39406 ?        00:00:00 sh
39407 ?        00:00:00 make
39422 ?        00:00:00 717050.search6.
39426 ?        00:00:00 ps
39427 ?        00:00:00 717050.search6.
39428 ?        00:00:00 lsof
39429 ?        00:00:00 top
39430 ?        00:00:00 grep
