  PID TTY          TIME CMD
21174 ?        00:00:00 bash
21238 ?        00:00:00 717050.search6.
21680 ?        00:00:00 717050.search6.
21683 ?        00:00:00 make
21684 ?        00:00:00 sh
21685 ?        00:00:00 make
21698 ?        00:00:00 gfortran
21699 ?        00:00:00 f951
21700 ?        00:00:00 717050.search6.
21704 ?        00:00:00 ps
21705 ?        00:00:00 717050.search6.
21706 ?        00:00:00 lsof
21707 ?        00:00:00 top
21708 ?        00:00:00 grep
