  PID TTY          TIME CMD
21174 ?        00:00:00 bash
21238 ?        00:00:00 717050.search6.
21365 ?        00:00:00 717050.search6.
21366 ?        00:00:01 sp-mz.A.x
21368 ?        00:00:00 717050.search6.
21372 ?        00:00:00 ps
21373 ?        00:00:00 717050.search6.
21374 ?        00:00:00 lsof
21375 ?        00:00:00 top
21376 ?        00:00:00 grep
21377 ?        00:00:00 lsof
