  PID TTY          TIME CMD
21174 ?        00:00:00 bash
21238 ?        00:00:00 717050.search6.
21760 ?        00:00:00 717050.search6.
21763 ?        00:00:00 make
21764 ?        00:00:00 sh
21765 ?        00:00:00 make
21783 ?        00:00:00 717050.search6.
21787 ?        00:00:00 ps
21788 ?        00:00:00 717050.search6.
21789 ?        00:00:00 lsof
21790 ?        00:00:00 top
21791 ?        00:00:00 grep
